Unnamed: 0,url,Title,author,num_reviews,num_ratings,avg_rating,Nº pages,Publication_year,Series,genres,Awards,places,Rating,mean_norm_rating
1.0,https://www.goodreads.com/book/show/8664353-unbroken,"Unbroken: A World War II Story of Survival, Resilience and Redemption",Laura Hillenbrand,47532,846842,4.35,492,2010,0,Nonfiction;History;Biography;War;World War II;War;Historical;Audiobook;War;Military Fiction;Autobiography;Memoir;Biography Memoir,7.0,,8.829999999999998,1.6386659793814422
2.0,https://www.goodreads.com/book/show/10884.Einstein,Einstein: His Life and Universe,Walter Isaacson,3835,158267,4.12,675,2007,0,Biography;Nonfiction;Science;History;Science;Physics;Biography Memoir;Audiobook;Biography;Autobiography;Autobiography;Memoir;Historical,1.0,Europe,8.416,1.224665979381443
3.0,https://www.goodreads.com/book/show/1845.Into_the_Wild,Into the Wild,Jon Krakauer,23430,954182,3.99,207,1997,0,Nonfiction;Biography;Travel;Adventure;Classics;Autobiography;Memoir;Environment;Nature;Academic;School;Biography Memoir;Adventure;Survival,1.0,"Mexico;Virginia;The Slabs, Mojave Desert, California;…more;Alaska;…less",8.182,0.9906659793814432
4.0,https://www.goodreads.com/book/show/2203.John_Adams,John Adams,David McCullough,6621,344140,4.04,751,2001,0,History;Biography;Nonfiction;North American Hi...;American History;Politics;Presidents;Politics;Historical;Biography Memoir;Military History;American Revolution;Audiobook,6.0,"Boston, Massachusetts;Philadelphia, Pennsylvania",8.272,1.0806659793814428
5.0,https://www.goodreads.com/book/show/2199.Team_of_Rivals,Team of Rivals: The Political Genius of Abraham Lincoln,Doris Kearns Goodwin,7506,178122,4.22,916,2006,0,History;Nonfiction;Biography;Politics;North American Hi...;American History;Military History;Civil War;Leadership;Politics;Presidents;Historical;Audiobook,4.0,"Springfield, Illinois;Chicago, Illinois;Illinois",8.596,1.4046659793814422
6.0,https://www.goodreads.com/book/show/17157.Marie_Antoinette,Marie Antoinette: The Journey,Antonia Fraser,1259,38279,3.88,512,2006,0,History;Biography;Nonfiction;Cultural;France;Historical;Biography Memoir;European History;French Revolution;Literature;18th Century;History;European History;Audiobook,1.0,France,7.984,0.7926659793814426
7.0,https://www.goodreads.com/book/show/6493208-the-immortal-life-of-henrietta-lacks,The Immortal Life of Henrietta Lacks,Rebecca Skloot,36622,647163,4.07,370,2010,0,Nonfiction;Science;History;Biography;Health;Medicine;Audiobook;Medical;Book Club;Biography Memoir;Historical,7.0,"Baltimore, Maryland;Clover, Virginia",8.326,1.1346659793814433
8.0,https://www.goodreads.com/book/show/10414941-catherine-the-great,Catherine the Great: Portrait of a Woman,Robert K. Massie,4165,104430,3.9,625,2011,1,History;Biography;Nonfiction;Cultural;Russia;Historical;Biography Memoir;History;Russian History;Audiobook;Literature;18th Century;History;European History,3.0,,8.02,0.8286659793814426
9.0,https://www.goodreads.com/book/show/2279.Truman,Truman,David McCullough,2481,84692,4.1,1120,1993,0,Biography;History;Politics;Presidents;Nonfiction;North American Hi...;American History;Politics;Biography Memoir;Presidents;Us Presidents;Historical;War;World War II,5.0,,8.379999999999999,1.188665979381442
10.0,https://www.goodreads.com/book/show/16130.Alexander_Hamilton,Alexander Hamilton,Ron Chernow,9071,159904,4.17,818,2005,0,History;Biography;Nonfiction;North American Hi...;American History;Politics;Audiobook;Historical;Biography Memoir;Military History;American Revolution;Unfinished,2.0,United States of America,8.506,1.3146659793814426
11.0,https://www.goodreads.com/book/show/207897.Martin_Heidegger,Martin Heidegger: Between Good and Evil,Rüdiger Safranski,44,3159,3.73,496,1999,0,Philosophy;Biography;Nonfiction;History;European Literature;German Literature;Cultural;Germany;History;European History;Autobiography;Memoir;Classics;War,,,7.714,0.5226659793814428
12.0,https://www.goodreads.com/book/show/5294.Oscar_Wilde,Oscar Wilde,Richard Ellmann,176,6641,3.82,736,1988,0,Biography;Nonfiction;History;Biography Memoir;Classics;Literature;LGBT;Cultural;Ireland;Criticism;Literary Criticism;LGBT;Gay,2.0,,7.876,0.6846659793814425
13.0,https://www.goodreads.com/book/show/51411855-mary-edwards-walker,Mary Edwards Walker: America's Only Female Medal of Honor Recipient,Ammar Habib,1265,9318,4.25,311,2020,0,Biography;History;Nonfiction;Military History;Civil War;North American Hi...;American History;Military;Military History;American Civil War;Civil War History;Feminism;American History;American Civil War;Literature;American,,,8.649999999999999,1.4586659793814427
14.0,https://www.goodreads.com/book/show/25541028-elon-musk,"Elon Musk: Tesla, SpaceX, and the Quest for a Fantastic Future",Ashlee Vance,10711,303256,4.21,392,2015,0,Biography;Nonfiction;Business;Science;Science;Technology;Audiobook;Biography Memoir;Business;Entrepreneurship;Leadership;Biography;Autobiography,2.0,,8.578,1.3866659793814426
15.0,https://www.goodreads.com/book/show/1848.Wild_Swans,Wild Swans: Three Daughters of China,Jung Chang,6263,104845,4.23,562,2003,0,Nonfiction;History;Cultural;China;Biography;Autobiography;Memoir;Cultural;Asia;Historical;Biography;Autobiography;Biography Memoir;Literature;Asian Literature,2.0,China,8.614,1.4226659793814436
16.0,https://www.goodreads.com/book/show/7968243-cleopatra,Cleopatra: A Life,Stacy Schiff,5402,112594,3.69,369,2010,0,History;Biography;Nonfiction;Historical;Northern Africa;Egypt;Biography Memoir;Audiobook;Cultural;Africa;History;Ancient History;Womens,2.0,Alexandria;Ptolemaic Egypt;Rome,7.6419999999999995,0.4506659793814426
17.0,https://www.goodreads.com/book/show/7501962-bonhoeffer,"Bonhoeffer: Pastor, Martyr, Prophet, Spy",Eric Metaxas,4084,66871,4.18,608,2010,0,Biography;History;Nonfiction;Christian;Religion;Religion;Christianity;Religion;Theology;Biography Memoir;War;World War II;Religion;Faith,3.0,,8.524000000000001,1.3326659793814422
18.0,https://www.goodreads.com/book/show/40929.The_Rise_of_Theodore_Roosevelt,The Rise of Theodore Roosevelt,Edmund Morris,1932,52358,4.17,816,2001,1,Biography;History;Nonfiction;Politics;Presidents;Politics;North American Hi...;American History;Biography Memoir;Historical;Presidents;Us Presidents;Literature;American,2.0,,8.506,1.3146659793814426
19.0,https://www.goodreads.com/book/show/18728.No_Ordinary_Time,No Ordinary Time: Franklin and Eleanor Roosevelt: The Home Front in World War II,Doris Kearns Goodwin,1540,44816,4.14,633,1995,0,History;Biography;Nonfiction;North American Hi...;American History;Politics;Presidents;Politics;War;World War II;Biography Memoir;Historical;War,2.0,,8.452,1.260665979381442
20.0,https://www.goodreads.com/book/show/78508.The_River_of_Doubt,The River of Doubt: Theodore Roosevelt's Darkest Journey,Candice Millard,4564,61655,4.1,416,2006,0,History;Nonfiction;Biography;Adventure;Travel;Politics;Presidents;North American Hi...;American History;Historical;Audiobook;Biography Memoir,1.0,,8.379999999999999,1.188665979381442
21.0,https://www.goodreads.com/book/show/10335318-destiny-of-the-republic,"Destiny of the Republic: A Tale of Madness, Medicine and the Murder of a President",Candice Millard,6599,69706,4.1,339,2011,0,History;Nonfiction;Biography;North American Hi...;American History;Politics;Presidents;Politics;Historical;Audiobook;Crime;True Crime;Biography Memoir,3.0,,8.379999999999999,1.188665979381442
22.0,https://www.goodreads.com/book/show/9938498-in-the-garden-of-beasts,"In the Garden of Beasts: Love, Terror, and an American Family in Hitler's Berlin",Erik Larson,15300,185116,3.83,448,2011,0,History;Nonfiction;War;World War II;Historical;Biography;War;Cultural;Germany;Audiobook;Politics;World War II;Holocaust,3.0,Berlin,7.894,0.7026659793814429
23.0,https://www.goodreads.com/book/show/2852263-nicholas-and-alexandra,Nicholas And Alexandra,Robert K. Massie,1347,30187,4.13,584,1967,1,History;Nonfiction;Biography;Cultural;Russia;History;Russian History;Historical;Biography Memoir;Russian History;Romanovs;History;European History;Politics,,Russian Federation,8.434,1.2426659793814425
24.0,https://www.goodreads.com/book/show/10883.Benjamin_Franklin,Benjamin Franklin: An American Life,Walter Isaacson,2329,127974,4.0,586,2004,0,Biography;History;Nonfiction;North American Hi...;American History;Biography Memoir;Politics;Military History;American Revolution;Historical;Business;Audiobook,,United States of America,8.2,1.0086659793814428
25.0,https://www.goodreads.com/book/show/1111.The_Power_Broker,The Power Broker: Robert Moses and the Fall of New York,Robert A. Caro,1770,18556,4.33,1246,1975,0,History;Biography;Nonfiction;Politics;New York;Business;North American Hi...;American History;Geography;Cities;Cities;Urban Planning;Biography Memoir,3.0,"New York City, New York",8.794,1.602665979381443
26.0,https://www.goodreads.com/book/show/10104.The_Six_Wives_of_Henry_VIII,The Six Wives of Henry VIII,Alison Weir,1696,68951,4.07,643,1992,0,History;Nonfiction;Biography;Historical;English History;Tudor Period;European Literature;British Literature;Biography Memoir;History;European History;Audiobook;Literature;16th Century,,,8.326,1.1346659793814433
27.0,https://www.goodreads.com/book/show/49627156-tesla,Tesla: Inventor of the Modern,Richard Munson,147,2858,3.64,320,2019,0,Biography;Science;History;Nonfiction;Science;Technology;Audiobook;Biography Memoir;Science;Physics;Historical;North American Hi...;American History,,,7.552,0.36066597938144296
28.0,https://www.goodreads.com/book/show/13533740-thomas-jefferson,Thomas Jefferson: The Art of Power,Jon Meacham,2075,38721,3.96,759,2012,0,Biography;History;Nonfiction;Politics;Presidents;North American Hi...;American History;Politics;Presidents;Us Presidents;Military History;American Revolution;Biography Memoir;Audiobook,3.0,United States of America;Monticello;Virginia,8.128,0.9366659793814427
29.0,https://www.goodreads.com/book/show/130363.Peter_the_Great,Peter the Great: His Life and World,Robert K. Massie,833,21968,4.04,909,2001,1,History;Biography;Nonfiction;Cultural;Russia;History;Russian History;Biography Memoir;Historical;History;European History;History;World History;Literature;17th Century,2.0,Russia,8.272,1.0806659793814428
30.0,https://www.goodreads.com/book/show/16121.Titan,"Titan: The Life of John D. Rockefeller, Sr.",Ron Chernow,1302,27507,4.09,832,2004,0,Biography;History;Nonfiction;Business;North American Hi...;American History;Biography Memoir;Audiobook;Economics;Finance;Economics;Leadership,1.0,,8.361999999999998,1.1706659793814425
31.0,https://www.goodreads.com/book/show/530793.The_Wives_of_Henry_VIII,The Wives of Henry VIII,Antonia Fraser,437,19560,4.04,482,1993,0,History;Nonfiction;Biography;Historical;English History;Tudor Period;European Literature;British Literature;Biography Memoir;History;European History;Literature;16th Century;Womens,,England,8.272,1.0806659793814428
32.0,https://www.goodreads.com/book/show/45546.Undaunted_Courage,Undaunted Courage: The Pioneering First Mission to Explore America's Wild Frontier,Stephen E. Ambrose,2692,59474,4.15,592,2003,0,History;Nonfiction;Biography;North American Hi...;American History;Adventure;Historical;Travel;Westerns;Audiobook;Literature;American,3.0,United States of America,8.47,1.2786659793814434
33.0,https://www.goodreads.com/book/show/40923.Theodore_Rex,Theodore Rex,Edmund Morris,1176,49721,4.12,772,2002,1,Biography;History;Nonfiction;Politics;Presidents;North American Hi...;American History;Politics;Biography Memoir;Presidents;Us Presidents;Historical;Literature;American,1.0,United States of America,8.416,1.224665979381443
36.0,https://www.goodreads.com/book/show/309627.Encounters_and_Dialogues_with_Martin_Heidegger_1929_1976,"Encounters and Dialogues with Martin Heidegger, 1929-1976",Heinrich Wiegand Petzet,3,2311,3.61,284,1993,0,Philosophy;Biography,,,7.497999999999999,0.30666597938144247
37.0,https://www.goodreads.com/book/show/19809.The_Last_Lion,"The Last Lion: Winston Spencer Churchill: Visions of Glory, 1874-1932",William Manchester,627,15777,4.21,992,1984,1,Biography;History;Nonfiction;Politics;Biography Memoir;War;European Literature;British Literature;History;World History;Audiobook;Historical,,,8.578,1.3866659793814426
38.0,https://www.goodreads.com/book/show/12722468-elizabeth-the-queen,Elizabeth the Queen: The Life of a Modern Monarch,Sally Bedell Smith,1303,28930,3.84,663,2012,0,Biography;Nonfiction;History;Biography Memoir;Historical;European Literature;British Literature;Audiobook;Autobiography;Memoir;Adult;Womens,1.0,,7.912,0.7206659793814425
39.0,https://www.goodreads.com/book/show/2054761.The_Snowball,The Snowball: Warren Buffett and the Business of Life,Alice Schroeder,1409,47138,4.09,960,2008,0,Biography;Business;Nonfiction;Economics;Finance;Economics;History;Biography Memoir;Currency;Money;Buisness;Biography;Autobiography,1.0,,8.361999999999998,1.1706659793814425
40.0,https://www.goodreads.com/book/show/10235.Mountains_Beyond_Mountains,"Mountains Beyond Mountains: The Quest of Dr. Paul Farmer, a Man Who Would Cure the World",Tracy Kidder,4980,85123,4.11,333,2004,0,Nonfiction;Biography;Health;Medicine;Autobiography;Memoir;Medical;Science;Health;Biography Memoir;Social Movements;Social Justice;History,,,8.398,1.2066659793814434
41.0,https://www.goodreads.com/book/show/4806.Longitude,Longitude: The True Story of a Lone Genius Who Solved the Greatest Scientific Problem of His Time,Dava Sobel,2946,69505,3.92,184,2005,0,History;Nonfiction;Science;Biography;Historical;Science;Geography;Science;History Of Science;Science;Technology;Travel;Science;Popular Science,1.0,,8.056000000000001,0.8646659793814426
42.0,https://www.goodreads.com/book/show/91767.Frida,Frida: A Biography of Frida Kahlo,Hayden Herrera,620,56630,3.96,528,2002,0,Biography;Art;Nonfiction;History;Biography Memoir;Feminism;Art;Art History;Autobiography;Memoir;Historical;Womens,,,8.128,0.9366659793814427
43.0,https://www.goodreads.com/book/show/8255917-washington,Washington: A Life,Ron Chernow,2657,65459,4.08,928,2010,0,Biography;History;Nonfiction;Politics;Presidents;North American Hi...;American History;Politics;Biography Memoir;Military History;American Revolution;Audiobook;Historical,1.0,,8.344000000000001,1.1526659793814429
45.0,https://www.goodreads.com/book/show/316583.Helen_Keller,Helen Keller: A Life,Dorothy Herrmann,63,797,4.18,414,1999,0,Biography;Nonfiction;History;North American Hi...;American History;Disability;Autobiography;Memoir;Politics;Feminism;Literature;20th Century;Biography Memoir,,,8.524000000000001,1.3326659793814422
46.0,https://www.goodreads.com/book/show/18835.Virginia_Woolf,Virginia Woolf: A Biography,Quentin Bell,96,2824,4.17,576,1974,0,Biography;Nonfiction;Biography Memoir;History;European Literature;British Literature;Literature;Feminism;Literature;20th Century;Classics;Autobiography;Memoir,2.0,,8.506,1.3146659793814426
47.0,https://www.goodreads.com/book/show/2368.Mornings_on_Horseback,"Mornings on Horseback: The Story of an Extraordinary Family, a Vanished Way of Life, and the Unique Child Who Became Theodore Roosevelt",David McCullough,1513,32764,4.02,445,1982,0,Biography;History;Nonfiction;North American Hi...;American History;Politics;Presidents;Biography Memoir;Politics;Historical;Audiobook;Presidents;Us Presidents,3.0,United States of America,8.236,1.044665979381442
48.0,https://www.goodreads.com/book/show/86525.Master_of_the_Senate,Master of the Senate,Robert A. Caro,927,22256,4.29,1167,2003,1,Biography;History;Politics;Nonfiction;North American Hi...;American History;Politics;Presidents;Biography Memoir;Presidents;Us Presidents;Literature;American;The United States Of America,5.0,,8.722,1.530665979381443
49.0,https://www.goodreads.com/book/show/13049569-the-passage-of-power,The Passage of Power,Robert A. Caro,1179,18412,4.25,712,2012,1,Biography;History;Politics;Nonfiction;North American Hi...;American History;Politics;Presidents;Biography Memoir;Presidents;Us Presidents;Audiobook;Literature;American,6.0,United States of America,8.649999999999999,1.4586659793814427
50.0,https://www.goodreads.com/book/show/824938.Churchill,Churchill: A Life,Martin  Gilbert,220,8304,3.94,1088,1992,0,Biography;History;Nonfiction;Politics;War;World War II;Biography Memoir;History;European History;War;War;World War I;History;World History,,,8.092,0.9006659793814427
51.0,https://www.goodreads.com/book/show/10770718-the-confessions-of-st-augustine,The Confessions of St. Augustine,Augustine of Hippo,2685,57583,3.89,0,2010,0,Philosophy;Classics;Religion;Religion;Theology;Nonfiction;Biography;Christian;Religion;Christianity;History;Spirituality,,,8.002,0.810665979381443
52.0,https://www.goodreads.com/book/show/55751.The_Last_Lion,"The Last Lion: Winston Spencer Churchill: Alone, 1932-40",William Manchester,425,12675,4.22,800,1989,1,Biography;History;Nonfiction;Politics;War;World War II;Biography Memoir;War;European Literature;British Literature;History;World History;Audiobook,,,8.596,1.4046659793814422
53.0,https://www.goodreads.com/book/show/65459.Adolf_Hitler,Adolf Hitler,John  Toland,198,3233,4.22,1120,1991,0,History;Biography;Nonfiction;War;World War II;War;Cultural;Germany;Biography Memoir;World War II;Holocaust;Politics;Military;Military History,1.0,,8.596,1.4046659793814422
55.0,https://www.goodreads.com/book/show/208324.Means_of_Ascent,Means of Ascent,Robert A. Caro,699,25642,4.16,592,1991,1,Biography;History;Politics;Nonfiction;North American Hi...;American History;Politics;Presidents;Biography Memoir;Presidents;Us Presidents;Audiobook;The United States Of America,1.0,,8.488,1.296665979381443
56.0,https://www.goodreads.com/book/show/111220.Eleanor_of_Aquitaine,Eleanor of Aquitaine: A Life,Alison Weir,684,17337,3.87,496,2001,1,History;Biography;Nonfiction;Historical;Medieval;Historical;Cultural;France;European Literature;British Literature;History;Medieval History;Biography Memoir;History;European History,,,7.966,0.774665979381443
57.0,https://www.goodreads.com/book/show/691520.No_One_Here_Gets_Out_Alive,No One Here Gets Out Alive,Danny Sugerman,807,44314,3.89,384,2006,0,Music;Biography;Nonfiction;Biography Memoir;History;Autobiography;Memoir;Music;Rock N Roll;Biography;Music Biography;Poetry;Biography;Autobiography,,"Los Angeles, California;New York City, New York;San Francisco, California;…more;Paris;Sunset Strip, Hollywood, California;Albuquerque, New Mexico;…less",8.002,0.810665979381443
58.0,https://www.goodreads.com/book/show/93426.Genghis_Khan_and_the_Making_of_the_Modern_World,Genghis Khan and the Making of the Modern World,Jack Weatherford,3151,66965,3.97,312,2005,0,History;Nonfiction;Biography;Cultural;Asia;Historical;History;World History;Audiobook;War;Cultural;China;Biography Memoir,1.0,Mongol Empire,8.146,0.9546659793814432
60.0,https://www.goodreads.com/book/show/106590.Lincoln,Lincoln,David Herbert Donald,627,45694,4.12,714,1996,0,Biography;History;Nonfiction;Politics;Presidents;Military History;Civil War;North American Hi...;American History;Politics;Historical;Biography Memoir;Presidents;Us Presidents,4.0,,8.416,1.224665979381443
61.0,https://www.goodreads.com/book/show/13330922-the-black-count,"The Black Count: Glory, Revolution, Betrayal, and the Real Count of Monte Cristo",Tom Reiss,2239,19001,3.93,414,2012,0,History;Nonfiction;Biography;Cultural;France;Historical;Biography Memoir;War;Audiobook;Adventure;History;European History,5.0,Paris;Cairo;Alexandria;…more;Jérémie;…less,8.074,0.8826659793814431
62.0,https://www.goodreads.com/book/show/118824.Walt_Disney,Walt Disney: The Triumph of the American Imagination,Neal Gabler,685,11406,3.93,851,2006,0,Biography;Nonfiction;History;Business;Culture;Film;Audiobook;Biography Memoir;Art;Autobiography;Memoir;Biography;Autobiography,1.0,,8.074,0.8826659793814431
63.0,https://www.goodreads.com/book/show/10106.The_Children_of_Henry_VIII,The Children of Henry VIII,Alison Weir,544,16116,3.92,385,1997,0,History;Nonfiction;Biography;English History;Tudor Period;Historical;European Literature;British Literature;History;European History;Literature;16th Century;Biography Memoir;Audiobook,,,8.056000000000001,0.8646659793814426
64.0,https://www.goodreads.com/book/show/90822.Abraham_Lincoln,Abraham Lincoln: The Prairie Years and the War Years,Carl Sandburg,209,4918,4.28,762,2005,0,Biography;History;Nonfiction;Military History;Civil War;Politics;Presidents;North American Hi...;American History;Politics;American History;American Civil War;Biography Memoir;Classics,2.0,,8.704,1.5126659793814432
66.0,https://www.goodreads.com/book/show/106139.The_Man_Who_Knew_Infinity,The Man Who Knew Infinity: A Life of the Genius Ramanujan,Robert Kanigel,461,9792,3.91,438,1992,0,Biography;Nonfiction;Science;Mathematics;Science;History;Cultural;India;Biography Memoir;Audiobook;Autobiography;Memoir;Biography;Autobiography,2.0,,8.038,0.8466659793814431
67.0,https://www.goodreads.com/book/show/3147367-american-lion,American Lion: Andrew Jackson in the White House,Jon Meacham,1837,51803,3.8,483,2008,0,History;Biography;Nonfiction;Politics;Presidents;North American Hi...;American History;Politics;Presidents;Us Presidents;Biography Memoir;Historical;Audiobook,1.0,United States of America,7.84,0.6486659793814424
68.0,https://www.goodreads.com/book/show/9755737-the-king-s-speech,The King's Speech: How One Man Saved the British Monarchy,Mark Logue,1030,12571,3.62,242,2010,0,Nonfiction;History;Biography;Historical;Audiobook;European Literature;British Literature;Biography Memoir;Politics;Media Tie In;Adult,1.0,"London, England;New York City, New York;Adelaide, South Australia;…more;Perth, Western Australia;…less",7.516,0.3246659793814429
69.0,https://www.goodreads.com/book/show/10109.Henry_VIII,Henry VIII: The King and His Court,Alison Weir,326,14984,4.02,642,2008,0,History;Nonfiction;Biography;English History;Tudor Period;Historical;European Literature;British Literature;Biography Memoir;History;European History;Literature;16th Century;Historical;Medieval,,United Kingdom,8.236,1.044665979381442
70.0,https://www.goodreads.com/book/show/712665.Last_Train_to_Memphis,Last Train to Memphis: The Rise of Elvis Presley,Peter Guralnick,432,9482,3.99,576,1995,1,Music;Biography;Nonfiction;History;Biography Memoir;North American Hi...;American History;Culture;Pop Culture;Music;Rock N Roll;Art;Biography;Music Biography,,,8.182,0.9906659793814432
71.0,https://www.goodreads.com/book/show/76787.Parting_the_Waters,Parting the Waters,Taylor Branch,471,9183,4.34,1064,1988,1,History;Nonfiction;Biography;North American Hi...;American History;Race;Politics;Cultural;African American;Literature;American;Historical;Social Movements;Social Justice,7.0,,8.812000000000001,1.6206659793814424
73.0,https://www.goodreads.com/book/show/12334.Zelda,Zelda,Nancy Milford,473,12847,3.73,426,2001,0,Biography;Nonfiction;History;Biography Memoir;Autobiography;Memoir;Womens;Historical;Mental Health;Mental Illness;Unfinished;Feminism,1.0,,7.714,0.5226659793814428
74.0,https://www.goodreads.com/book/show/347610.King_Leopold_s_Ghost,"King Leopold's Ghost: A Story of Greed, Terror, and Heroism in Colonial Africa",Adam Hochschild,3139,51803,4.09,366,1999,0,History;Nonfiction;Cultural;Africa;Biography;Politics;Historical;History;World History;Cultural;Belgium;History;European History;Race,5.0,Congo;Congo Free State,8.361999999999998,1.1706659793814425
75.0,https://www.goodreads.com/book/show/3831533-the-mayor-of-castro-street,The Mayor of Castro Street: The Life & Times of Harvey Milk,Randy Shilts,217,5262,3.98,388,2008,0,Nonfiction;Biography;History;LGBT;LGBT;Queer;Politics;LGBT;Gay;Biography Memoir;Historical;North American Hi...;American History,,,8.164000000000001,0.9726659793814427
76.0,https://www.goodreads.com/book/show/29209.The_Color_of_Water,The Color of Water: A Black Man's Tribute to His White Mother,James   McBride,5945,115977,4.07,291,2004,0,Nonfiction;Autobiography;Memoir;Biography;Race;Cultural;African American;Biography Memoir;Biography;Autobiography;Academic;School;Book Club;Audiobook,2.0,,8.326,1.1346659793814433
77.0,https://www.goodreads.com/book/show/17149.Love_and_Louis_XIV,Love and Louis XIV: The Women in the Life of the Sun King,Antonia Fraser,281,8629,3.81,388,2007,0,History;Nonfiction;Biography;Cultural;France;Historical;Literature;17th Century;History;European History;Audiobook;Biography Memoir;Literature;18th Century,,Versailles,7.8580000000000005,0.6666659793814429
78.0,https://www.goodreads.com/book/show/17174424-rajinikanth,Rajinikanth: The Definitive Biography,Naman Ramachandran,24,154,3.8,352,2012,0,Biography;Nonfiction,,,7.84,0.6486659793814424
79.0,https://www.goodreads.com/book/show/8971659-to-the-rescue,To the Rescue: The Biography of Thomas S. Monson,Heidi S. Swinton,963,4745,4.46,588,2010,0,Biography;Religion;Christianity;Lds;Nonfiction;Religion;Church;Inspirational;Biography Memoir;Adult;Spirituality;History,,,9.028,1.8366659793814426
80.0,https://www.goodreads.com/book/show/596260.Go_Forward_with_Faith,Go Forward with Faith: The Biography of Gordon B. Hinckley,Sheri Dew,528,7909,4.56,653,1996,0,Biography;Religion;Christianity;Lds;Nonfiction;Religion;Church;Biography Memoir;Lds;Lds Non Fiction;Spirituality;Inspirational;History,,,9.207999999999998,2.0166659793814423
81.0,https://www.goodreads.com/book/show/6462.His_Excellency,His Excellency: George Washington,Joseph J. Ellis,1305,40904,3.91,320,2005,0,History;Biography;Nonfiction;Politics;Presidents;North American Hi...;American History;Politics;Military History;American Revolution;Biography Memoir;Historical;Presidents;Us Presidents,,,8.038,0.8466659793814431
84.0,https://www.goodreads.com/book/show/89840.Secrets_of_the_Flesh,Secrets of the Flesh: A Life of Colette,Judith Thurman,87,1484,3.88,592,2000,0,Biography;Nonfiction;Cultural;France;History;Biography Memoir;LGBT;LGBT;Queer;Adult Fiction;Erotica;Literature;Literature;20th Century,3.0,,7.984,0.7926659793814426
85.0,https://www.goodreads.com/book/show/1016875.Hitler,Hitler: A Study in Tyranny,Alan Bullock,80,1493,4.11,512,1991,0,History;Biography;Nonfiction;War;World War II;Cultural;Germany;Politics;War;Biography Memoir;History;European History;Literature;20th Century,,,8.398,1.2066659793814434
86.0,https://www.goodreads.com/book/show/7940589-malcolm-x,Malcolm X: A Life of Reinvention,Manning Marable,827,20339,4.1,608,2011,0,Biography;History;Nonfiction;Race;Politics;Cultural;African American;North American Hi...;American History;Biography Memoir;Audiobook;Social Movements;Social Justice,7.0,,8.379999999999999,1.188665979381442
87.0,https://www.goodreads.com/book/show/101636.Room_Full_of_Mirrors,Room Full of Mirrors: A Biography of Jimi Hendrix,Charles R. Cross,311,8444,4.16,400,2006,0,Music;Biography;Nonfiction;Biography Memoir;History;Culture;Pop Culture;Audiobook;Autobiography;Memoir;The United States Of America;Music;Musicians,,,8.488,1.296665979381443
88.0,https://www.goodreads.com/book/show/68554.The_Twelve_Caesars,The Twelve Caesars,Suetonius,672,20201,3.94,288,1979,1,History;Classics;Nonfiction;Biography;History;Ancient History;Historical;Literature;Ancient;Roman;Politics;Humanities;Classical Studies,,,8.092,0.9006659793814427
89.0,https://www.goodreads.com/book/show/38737.The_Real_James_Herriot,The Real James Herriot: A Memoir of My Father,Jim Wight,255,5315,4.23,371,2001,0,Biography;Nonfiction;Autobiography;Memoir;Animals;Biography Memoir;European Literature;British Literature;History;Literature;20th Century;Health;Medicine;Humor,,United Kingdom,8.614,1.4226659793814436
92.0,https://www.goodreads.com/book/show/772976.Frida_Kahlo,Frida Kahlo: 1907-1954 Pain and Passion,Andrea Kettenmann,125,11836,4.2,96,1999,0,Art;Nonfiction;Biography;Art;Art History;History;Reference;Feminism;Biography Memoir;Womens;Art and Photography,,,8.56,1.368665979381443
93.0,https://www.goodreads.com/book/show/34684622-leonardo-da-vinci,Leonardo da Vinci,Walter Isaacson,4712,84548,4.13,600,2017,0,Biography;Nonfiction;History;Art;Science;Biography Memoir;Audiobook;Cultural;Italy;Historical;Art;Art History,2.0,,8.434,1.2426659793814425
94.0,https://www.goodreads.com/book/show/83060.When_Character_Was_King,When Character Was King: A Story of Ronald Reagan,Peggy Noonan,222,2960,4.24,352,2002,0,Biography;History;Nonfiction;Politics;Politics;Presidents;North American Hi...;American History;Leadership;Historical;Biography Memoir;Autobiography;Memoir,,,8.632000000000001,1.4406659793814431
95.0,https://www.goodreads.com/book/show/49312.iCon,"iCon: Steve Jobs, the Greatest Second Act in the History of Business",Jeffrey S. Young,200,9443,4.02,359,2006,0,Biography;Business;Nonfiction;Business;Apple;Computer Science;Computers;Science;Technology;Leadership;Biography Memoir;Business;Management;History,,,8.236,1.044665979381442
96.0,https://www.goodreads.com/book/show/20949.American_Caesar,American Caesar: Douglas MacArthur 1880-1964,William Manchester,334,14645,3.99,811,1978,0,Biography;History;Nonfiction;War;Military Fiction;North American Hi...;American History;Military;Military History;War;World War II;War;Cultural;Japan;Biography Memoir,1.0,,8.182,0.9906659793814432
97.0,https://www.goodreads.com/book/show/79356.Pillar_of_Fire,Pillar of Fire: America in the King Years 1963-65,Taylor Branch,165,2729,4.34,768,1999,1,History;Nonfiction;Biography;North American Hi...;American History;Politics;Race;Cultural;African American;Literature;American;Historical;Audiobook,1.0,,8.812000000000001,1.6206659793814424
98.0,https://www.goodreads.com/book/show/23294226-steve-jobs,Steve Jobs: The Unauthorized Autobiography,J.T. Owens,12,2285,3.6,,2014,0,Biography;Business;Nonfiction;Biography;Autobiography;Science;Technology;Biography Memoir;Business;Apple;Autobiography;Memoir;Business;Entrepreneurship,,,7.4799999999999995,0.2886659793814429
