Unnamed: 0,url,Title,author,num_reviews,num_ratings,avg_rating,Nº pages,Publication_year,Series,genres,Awards,places,Rating,mean_norm_rating
58.0,https://www.goodreads.com/book/show/231618.Albert_Einstein,Albert Einstein: Creator and Rebel,Banesh Hoffmann,22,245,3.75,288,1973,0,Biography;Science;Nonfiction;Science;Physics;History,,,7.75,0.5586659793814428
59.0,https://www.goodreads.com/book/show/833335.Fire_in_the_Bones,"Fire in the Bones: William Tyndale – Martyr, Father of the English Bible",S. Michael Wilcox,300,1145,4.12,255,2011,0,Religion;Biography;Nonfiction;History;Christianity;Lds;Religion;Church;Historical;Biography Memoir;Spirituality;Inspirational,,,8.416,1.224665979381443
60.0,https://www.goodreads.com/book/show/1182536.Lovesick_Blues,Lovesick Blues: The Life of Hank Williams,Paul Hemphill,72,503,3.9,207,2005,0,Music;Biography;Nonfiction;History;Literature;American;Biography Memoir,,,8.02,0.8286659793814426
61.0,https://www.goodreads.com/book/show/655627.Agent_Zigzag,"Agent Zigzag: A True Story of Nazi Espionage, Love, and Betrayal",Ben Macintyre,1300,14474,4.09,364,2007,0,Nonfiction;History;Biography;War;World War II;Spy Thriller;Espionage;War;Historical;Audiobook;War;Military Fiction;Adventure,,,8.361999999999998,1.1706659793814425
62.0,https://www.goodreads.com/book/show/494355.Tracy_and_Hepburn,Tracy and Hepburn,Garson Kanin,49,1515,4.01,307,1988,0,Biography;Nonfiction;Culture;Film;Autobiography;Memoir;History;Media Tie In;Biography Memoir,,,8.218,1.0266659793814423
64.0,https://www.goodreads.com/book/show/2834255-jfk-and-the-unspeakable,JFK and the Unspeakable: Why He Died and Why It Matters,James W. Douglass,287,2167,4.34,510,2008,0,History;Nonfiction;Politics;Biography;Pseudoscience;Conspiracy Theories;North American Hi...;American History;Crime;True Crime;Mystery;Crime;Politics;Presidents;Historical,,,8.812000000000001,1.6206659793814424
65.0,https://www.goodreads.com/book/show/16172.Desert_Queen,"Desert Queen: The Extraordinary Life of Gertrude Bell: Adventurer, Adviser to Kings, Ally of Lawrence of Arabia",Janet Wallach,607,6999,3.68,464,2005,0,Biography;History;Nonfiction;Travel;Adventure;Biography Memoir;Womens;Historical;War;European Literature;British Literature,,,7.624,0.432665979381443
66.0,https://www.goodreads.com/book/show/6895978-a-country-of-vast-designs,"A Country of Vast Designs: James K. Polk, the Mexican War and the Conquest of the American Continent",Robert W. Merry,307,7086,3.83,575,2009,1,History;Biography;Politics;Presidents;North American Hi...;American History;Nonfiction;Politics;Presidents;Us Presidents;Literature;American;War;Audiobook,,,7.894,0.7026659793814429
67.0,https://www.goodreads.com/book/show/59285.Luckiest_Man,Luckiest Man: The Life and Death of Lou Gehrig,Jonathan Eig,290,4920,4.22,432,2006,0,Sports;Baseball;Sports;Sports;Biography;Nonfiction;History;Biography Memoir;Historical;Medical;Science;Audiobook,3.0,,8.596,1.4046659793814422
68.0,https://www.goodreads.com/book/show/5350543-flannery,Flannery: A Life of Flannery O'Connor,Brad Gooch,245,1419,3.97,464,2009,0,Biography;Nonfiction;Biography Memoir;History;Gothic;Southern Gothic;Language;Writing;Autobiography;Memoir;Criticism;Literary Criticism;American;Southern;Literature,1.0,,8.146,0.9546659793814432
69.0,https://www.goodreads.com/book/show/7054185-the-tudors,The Tudors: The Complete Story of England's Most Notorious Dynasty,G.J. Meyer,484,8442,4.01,612,2010,0,History;Nonfiction;Biography;Historical;English History;Tudor Period;European Literature;British Literature;History;European History;Politics;Audiobook;Literature;16th Century,1.0,,8.218,1.0266659793814423
70.0,https://www.goodreads.com/book/show/16255010-judy-garland,Judy Garland: A Biography,Anne Edwards,60,743,3.9,384,2013,0,Biography;Nonfiction;Music;Biography Memoir;Culture;Film;Media Tie In,,,8.02,0.8286659793814426
71.0,https://www.goodreads.com/book/show/1531094.Johnny_We_Hardly_Knew_Ye,"Johnny, We Hardly Knew Ye: Memories of John Fitzgerald Kennedy",Kenneth P. O'Donnell,28,480,4.12,434,1983,0,Biography;History;Nonfiction;Politics;Presidents;Autobiography;Memoir;North American Hi...;American History;Politics;Historical,,,8.416,1.224665979381443
72.0,https://www.goodreads.com/book/show/18243552-a-wilder-rose,"A Wilder Rose: Rose Wilder Lane, Laura Ingalls Wilder, and Their Little Houses",Susan Wittig Albert,563,3155,3.61,302,2013,0,Historical;Historical Fiction;Fiction;Historical;Audiobook;Biography Memoir;Adult Fiction;Womens;Language;Writing;Literature;20th Century;Writing;Books About Books,1.0,,7.497999999999999,0.30666597938144247
73.0,https://www.goodreads.com/book/show/690438.Jackie_Ethel_Joan,"Jackie, Ethel, Joan: Women of Camelot",J. Randy Taraborrelli,185,2748,4.05,752,2000,0,Biography;Nonfiction;History;North American Hi...;American History;Biography Memoir;Politics;Autobiography;Memoir;Literature;American;Biography;Autobiography;Book Club,,,8.29,1.0986659793814424
76.0,https://www.goodreads.com/book/show/815988.The_Poet_and_the_Murderer,The Poet and the Murderer: A True Story of Literary Crime and the Art of Forgery,Simon Worrall,133,770,3.67,270,2002,0,Nonfiction;Crime;True Crime;History;Mystery;Crime;Biography;Poetry;Mystery;Religion;North American Hi...;American History;Writing;Books About Books,,,7.606,0.41466597938144256
77.0,https://www.goodreads.com/book/show/18680701-frances-elizabeth-willis,Frances Elizabeth Willis: Up the Foreign Service Ladder to the Summit -- Despite the Limitations of Her Sex,Nicholas J. Willis,5,10,4.0,469,2013,0,Biography,,,8.2,1.0086659793814428
78.0,https://www.goodreads.com/book/show/10677213-van-gogh,Van Gogh: The Life,Steven Naifeh,513,22829,4.06,950,2011,0,Art;Biography;Nonfiction;History;Art;Art History;Biography Memoir;Cultural;France;Autobiography;Memoir;Historical;Unfinished,1.0,,8.308,1.116665979381442
79.0,https://www.goodreads.com/book/show/31447045-saltwater,Saltwater,Cathy McLennan,55,238,4.25,328,2016,0,Nonfiction;Mystery;Crime;Crime;True Crime;Biography;Autobiography;Memoir;Cultural;Australia,2.0,,8.649999999999999,1.4586659793814427
80.0,https://www.goodreads.com/book/show/37894197-this-does-not-leave-this-house,This Does Not Leave This House,Julie Coons,69,358,3.42,194,2018,0,Nonfiction;Autobiography;Memoir;Biography;Sociology;Abuse,,,7.156,-0.035334020618557505
81.0,https://www.goodreads.com/book/show/40972952-before-i-won,Before I Won,Tomas Veres,49,85,4.39,148,2018,1,Nonfiction;Self Help;Personal Development,,,8.902,1.7106659793814423
82.0,https://www.goodreads.com/book/show/45436732-inconvenient-memories,Inconvenient Memories: A Personal Account of the Tiananmen Square Incident and the China Before and After,Anna  Wang,30,65,3.92,398,2019,0,Cultural;China;History;Nonfiction;Biography;Cultural;Asia;Politics;Autobiography;Memoir;Historical;Biography Memoir,1.0,,8.056000000000001,0.8646659793814426
84.0,https://www.goodreads.com/book/show/52477223-an-american-bum-in-china,An American Bum in China,Tom  Carter,16,47,4.04,132,2019,0,Cultural;China;Travel;Nonfiction,,"Shanghai;Hong Kong;Yunnan;…more;China;Myanmar;Muscatine, Iowa;Iowa;…less",8.272,1.0806659793814428
85.0,https://www.goodreads.com/book/show/55681317-no-pressure-no-diamonds,"No Pressure, No Diamonds: Mining for Gifts in Illness and Loss",Teri A. Dillion,26,48,4.96,340,2020,0,,,,9.928,2.736665979381443
86.0,https://www.goodreads.com/book/show/44126360-go-gwen-go,"Go, Gwen, Go: A Family's Journey to Olympic Gold",Nancy Smirl Jorgensen,18,42,4.48,300,2019,0,Autobiography;Memoir;Nonfiction,,,9.064000000000002,1.8726659793814435
87.0,https://www.goodreads.com/book/show/53268797-steven-d-lavine-failure-is-what-it-s-all-about,Steven D. Lavine. Failure Is What It's All about: A Life Devoted to Leadership in the Arts,Jörn Jacob Rohwer,0,4,5.0,168,2020,0,,,,10.0,2.808665979381443
88.0,https://www.goodreads.com/book/show/11022154-all-is-grace,All Is Grace: A Biography of Dorothy Day,Jim Forest,34,161,4.32,344,2011,0,Biography;Religion;Nonfiction;Religion;Christianity;History;Spirituality;Womens;Religion;Faith;North American Hi...;American History;Christianity;Catholic,,,8.776,1.5846659793814433
90.0,https://www.goodreads.com/book/show/2794815-shahabnama,Shahabnama / شہاب نامہ,Qudratullah Shahab,182,2242,4.33,1247,1999,0,Biography;Cultural;Pakistan;History;Biography;Autobiography;Nonfiction;Autobiography;Memoir;Politics;Classics;Spirituality,,,8.794,1.602665979381443
91.0,https://www.goodreads.com/book/show/35379170-looking-for-humboldt-searching-for-german-footprints-in-new-mexico-and,Looking for Humboldt & Searching for German Footprints in New Mexico and Beyond,Erika Schelby,16,29,3.48,330,2017,0,History;Nonfiction,,,7.263999999999999,0.0726659793814427
92.0,https://www.goodreads.com/book/show/45046739-frida-in-america,Frida in America: The Creative Awakening of a Great Artist,Celia Stahr,107,257,3.96,400,2020,0,Art;Nonfiction;Biography;History;Feminism;Womens;LGBT,,,8.128,0.9366659793814427
93.0,https://www.goodreads.com/book/show/2363692.Inside_Steve_s_Brain,Inside Steve's Brain,Leander Kahney,209,5245,3.94,294,2008,0,Biography;Business;Nonfiction;Business;Apple;Science;Technology;Business;Management;Biography;Autobiography;Computer Science;Computers;History;Economics,,,8.092,0.9006659793814427
94.0,https://www.goodreads.com/book/show/5487.Carnegie,Carnegie,Peter Krass,27,308,4.1,612,2003,0,Biography;History;Business;Nonfiction;Economics;Economics;Finance,,,8.379999999999999,1.188665979381442
95.0,https://www.goodreads.com/book/show/22609420-madison-s-gift,Madison's Gift: Five Partnerships That Built America,David O. Stewart,103,549,4.07,432,2015,0,History;Biography;Politics;Presidents;North American Hi...;American History;Nonfiction;Military History;American Revolution;Politics;Historical;Literature;18th Century;Presidents;Us Presidents,,,8.326,1.1346659793814433
96.0,https://www.goodreads.com/book/show/44549924-america-s-reluctant-prince,America's Reluctant Prince,Steven M. Gillon,188,1394,3.89,464,2019,0,Biography;Nonfiction;Biography Memoir;History;Politics;Audiobook;North American Hi...;American History;Literature;20th Century,,,8.002,0.810665979381443
97.0,https://www.goodreads.com/book/show/554110.Howard_Hughes,Howard Hughes: The Untold Story,Peter Harry Brown,90,947,3.99,528,2004,0,Biography;Nonfiction;History;Biography Memoir;Business;North American Hi...;American History;Aviation,,,8.182,0.9906659793814432
98.0,https://www.goodreads.com/book/show/6558145-abigail-adams,Abigail Adams,Woody Holton,328,2211,3.9,483,2009,0,Biography;History;Nonfiction;North American Hi...;American History;Biography Memoir;Audiobook;Historical;Politics;Military History;American Revolution;Womens,1.0,,8.02,0.8286659793814426
,url,title,author,num_reviews,num_ratings,,num_pages,original_publish_year,series,genres,1.0,places,,
0.0,https://www.goodreads.com/book/show/2089504.Little_Man,Little Man: Meyer Lansky and the Gangster Life,Robert Lacey,54,865,3.9,559,1991,0,Biography;Crime;True Crime;Mystery;Crime;Nonfiction;History;North American Hi...;American History;Biography Memoir;Literature;American,,,8.02,0.8286659793814426
1.0,https://www.goodreads.com/book/show/326851.Rosalind_Franklin,Rosalind Franklin: The Dark Lady of DNA,Brenda Maddox,219,2063,4.12,416,2003,0,Science;Biography;Nonfiction;History;Science;Biology;Biography Memoir;Biology;Genetics;Feminism;Womens;Historical,2.0,,8.416,1.224665979381443
2.0,https://www.goodreads.com/book/show/23719479-rosemary,Rosemary: The Hidden Kennedy Daughter,Kate Clifford Larson,2470,24734,3.78,320,2015,0,Nonfiction;Biography;History;Audiobook;Biography Memoir;Historical;Politics;Health;Mental Health;Adult;Autobiography;Memoir,1.0,,7.804,0.6126659793814424
3.0,https://www.goodreads.com/book/show/228231.Ancestral_Passions,Ancestral Passions: The Leakey Family and the Quest for Humankind's Beginnings,Virginia Morell,10,107,4.02,640,1996,0,Biography;Science;Nonfiction;Cultural;Africa;Anthropology;History;Science;History Of Science;Eastern Africa;Kenya,,,8.236,1.044665979381442
4.0,https://www.goodreads.com/book/show/79911.Bruce_Chatwin,Bruce Chatwin,Nicholas Shakespeare,52,562,4.13,672,2001,0,Biography;Nonfiction;Travel;Adventure;Literature;Writing;Books About Books;LGBT;Queer;Biography Memoir;Language;Writing;History,,,8.434,1.2426659793814425
5.0,https://www.goodreads.com/book/show/410842.The_Big_Bam,The Big Bam: The Life and Times of Babe Ruth,Leigh Montville,122,1984,4.02,416,2007,0,Sports;Baseball;Sports;Sports;Biography;Nonfiction;History;Biography Memoir;Audiobook;Literature;20th Century,,,8.236,1.044665979381442
6.0,https://www.goodreads.com/book/show/141550.In_the_Line_of_Fire,In the Line of Fire,Pervez Musharraf,160,1776,3.29,354,2006,0,Biography;Nonfiction;Cultural;Pakistan;History;Politics;Autobiography;Memoir;Biography;Autobiography;War;Military Fiction;Cultural;India;Leadership,,,6.922000000000001,-0.26933402061855705
8.0,https://www.goodreads.com/book/show/281069.The_Memory_Palace_of_Matteo_Ricci,The Memory Palace of Matteo Ricci,Jonathan D. Spence,56,705,3.81,368,1985,0,History;Cultural;China;Nonfiction;Biography;Cultural;Asia;Religion;Psychology;Biography Memoir;Reference;Research;Classics,,,7.8580000000000005,0.6666659793814429
9.0,https://www.goodreads.com/book/show/23705512-you-re-never-weird-on-the-internet,You're Never Weird on the Internet (Almost),Felicia Day,5735,52332,4.03,272,2015,0,Nonfiction;Autobiography;Memoir;Biography;Humor;Audiobook;Biography;Autobiography;Biography Memoir;Humor;Comedy;Adult;Feminism,1.0,,8.254000000000001,1.0626659793814432
10.0,https://www.goodreads.com/book/show/559546.Daphne_du_Maurier,Daphne du Maurier,Margaret Forster,94,959,4.02,455,1994,0,Biography;Nonfiction;Biography Memoir;History;Autobiography;Memoir;European Literature;British Literature;Writing;Books About Books;Literature;20th Century;LGBT;Gothic,2.0,,8.236,1.044665979381442
11.0,https://www.goodreads.com/book/show/23456467-the-greatest-knight,"The Greatest Knight: The Remarkable Life of William Marshal, The Power Behind Five English Thrones",Thomas Asbridge,479,3206,4.23,464,2014,0,History;Biography;Nonfiction;Historical;Medieval;European Literature;British Literature;Historical;History;Medieval History;Biography Memoir;History;European History;Audiobook,,,8.614,1.4226659793814436
12.0,https://www.goodreads.com/book/show/13033390-her-majesty,Her Majesty: The Court of Queen Elizabeth II,Robert Hardman,47,530,3.96,384,2012,0,History;Biography;Nonfiction;European Literature;British Literature;History;European History;History;World History;Literature;21st Century;Literature;20th Century,,,8.128,0.9366659793814427
13.0,https://www.goodreads.com/book/show/7870975-the-bridge,The Bridge: The Life and Rise of Barack Obama,David Remnick,244,4426,4.09,656,2010,0,Biography;Politics;Nonfiction;History;Politics;Presidents;Biography;Autobiography;North American Hi...;American History;Biography Memoir;Literature;American;Presidents;Us Presidents,2.0,,8.361999999999998,1.1706659793814425
14.0,https://www.goodreads.com/book/show/8171378-the-warmth-of-other-suns,The Warmth of Other Suns: The Epic Story of America's Great Migration,Isabel Wilkerson,9953,82726,4.39,622,2010,0,History;Nonfiction;Race;North American Hi...;American History;Cultural;African American;Social Movements;Social Justice;Biography;Historical;Race;Anti Racist;Audiobook,8.0,,8.902,1.7106659793814423
15.0,https://www.goodreads.com/book/show/38746485-becoming,Becoming,Michelle Obama,59019,765673,4.5,426,2018,0,Nonfiction;Autobiography;Memoir;Biography;Audiobook;Biography;Autobiography;Politics;Biography Memoir;Feminism;History;Adult,4.0,,9.1,1.9086659793814427
16.0,https://www.goodreads.com/book/show/53011.Genet,Genet,Edmund White,43,660,4.17,728,1994,0,Biography;LGBT;Queer;Nonfiction;LGBT;History;LGBT;Gay;Biography Memoir;Cultural;France;Literature;GLBT;Queer Studies,2.0,,8.506,1.3146659793814426
19.0,https://www.goodreads.com/book/show/1176688.And_I_Don_t_Want_to_Live_This_Life,And I Don't Want to Live This Life,Deborah Spungen,399,8515,3.97,334,1985,0,Nonfiction;Biography;Crime;True Crime;Music;Autobiography;Memoir;Biography Memoir;Mystery;Crime;Mental Health;Mental Illness;Music;Punk;Music;Rock N Roll,,United States of America,8.146,0.9546659793814432
20.0,https://www.goodreads.com/book/show/16171.Queen_of_Fashion,Queen of Fashion: What Marie Antoinette Wore to the Revolution,Caroline Weber,263,3314,4.15,412,2006,0,History;Nonfiction;Couture;Fashion;Biography;Cultural;France;European History;French Revolution;Historical;Literature;18th Century;Costume History;Fashion History;History;European History,,,8.47,1.2786659793814434
21.0,https://www.goodreads.com/book/show/6667.Boy,Boy: Tales of Childhood,Roald Dahl,3024,67719,4.02,176,2001,1,Nonfiction;Biography;Autobiography;Memoir;Childrens;Biography;Autobiography;Biography Memoir;Classics;Childrens;Middle Grade;Humor;Academic;School,,,8.236,1.044665979381442
22.0,https://www.goodreads.com/book/show/18404173-the-romanov-sisters,The Romanov Sisters: The Lost Lives of the Daughters of Nicholas and Alexandra,Helen Rappaport,1986,23566,3.8,492,2014,1,Nonfiction;History;Biography;Cultural;Russia;Historical;Audiobook;History;Russian History;Biography Memoir;Russian History;Romanovs;Adult,1.0,,7.84,0.6486659793814424
23.0,https://www.goodreads.com/book/show/1358164.Jennie,"Jennie: The Life of Lady Randolph Churchill, Vol 2",Ralph G. Martin,22,220,4.01,498,1971,0,Biography;History;Nonfiction;Biography Memoir;European Literature;British Literature,,,8.218,1.0266659793814423
24.0,https://www.goodreads.com/book/show/318609.Eugene_V_Debs,Eugene V. Debs: Citizen and Socialist,Nick Salvatore,19,211,3.9,480,2007,1,Biography;History;Politics;Nonfiction;Labor;North American Hi...;American History;The United States Of America;Literature;American;United States;Economics,2.0,United States of America,8.02,0.8286659793814426
25.0,https://www.goodreads.com/book/show/20344.Various_Positions,Various Positions: A Life of Leonard Cohen,Ira B. Nadel,52,514,3.81,325,1998,0,Biography;Music;Nonfiction;Poetry;Biography Memoir;Cultural;Canada;Culture;Pop Culture;Music;Musicians;Biography;Autobiography,,,7.8580000000000005,0.6666659793814429
26.0,https://www.goodreads.com/book/show/9671755-the-president-and-the-assassin,"The President and the Assassin: McKinley, Terror, and Empire at the Dawn of the American Century",Scott  Miller,368,4222,3.94,422,2011,0,History;Nonfiction;Biography;Politics;Presidents;North American Hi...;American History;Politics;Crime;True Crime;Presidents;Us Presidents;Mystery;Crime;Audiobook,,,8.092,0.9006659793814427
27.0,https://www.goodreads.com/book/show/929001.Woman_of_Valor,Woman of Valor: Margaret Sanger and the Birth Control Movement in America,Ellen Chesler,18,155,3.68,672,2007,0,History;Biography;Nonfiction;Feminism;Womens;Biography Memoir;Health;Politics;Gender;Gender Studies;Social Movements;Social Justice,,,7.624,0.432665979381443
28.0,https://www.goodreads.com/book/show/10478940-endgame,Endgame: Bobby Fischer's Remarkable Rise and Fall - From America's Brightest Prodigy to the Edge of Madness,Frank Brady,558,11837,3.84,0,2011,0,Biography;Nonfiction;Games;Chess;History;Biography Memoir;Sports;Sports;Audiobook;Sports and Games;Games;North American Hi...;American History;Psychology,1.0,,7.912,0.7206659793814425
29.0,https://www.goodreads.com/book/show/51740647-grace-o-malley,Grace O'Malley : The Biography of Ireland's Pirate Queen 1530-1603,Anne Chambers,147,851,3.46,224,2019,0,History;Nonfiction;Biography;Cultural;Ireland;Adventure;Pirates;Historical;European Literature;Irish Literature;Biography Memoir;Womens;Adventure,,Ireland,7.228,0.03666597938144267
30.0,https://www.goodreads.com/book/show/107.Dreamer_of_Dune,Dreamer of Dune: The Biography of Frank Herbert,Brian Herbert,41,923,4.01,592,2004,1,Biography;Nonfiction;Science Fiction Fantasy;Biography;Autobiography;Philosophy;Biography Memoir,,,8.218,1.0266659793814423
31.0,https://www.goodreads.com/book/show/1339343.Bravemouth,Bravemouth: Living with Billy Connolly,Pamela Stephenson,54,765,3.79,241,2003,0,Biography;Nonfiction;Humor;Biography;Autobiography;Humor;Comedy;Autobiography;Memoir,,,7.822,0.6306659793814429
32.0,https://www.goodreads.com/book/show/373460.David_O_McKay_and_the_Rise_of_Modern_Mormonism,David O. McKay and the Rise of Modern Mormonism,Gregory A. Prince,206,1065,4.36,512,2005,0,Biography;Religion;Christianity;Lds;History;Nonfiction;Lds;Mormonism;Religion;Church;Religion;Faith;Biography Memoir;North American Hi...;American History,1.0,,8.848,1.6566659793814433
33.0,https://www.goodreads.com/book/show/1858161.John_Adams,John Adams: A Life,John Ferling,53,1923,4.16,560,1996,0,Biography;History;Politics;Presidents;North American Hi...;American History;Nonfiction;Presidents;Us Presidents;Military History;American Revolution;Politics;Biography Memoir;Literature;18th Century,,,8.488,1.296665979381443
34.0,https://www.goodreads.com/book/show/2209.Passionate_Sage,Passionate Sage: The Character and Legacy of John Adams,Joseph J. Ellis,103,2922,4.06,277,2001,0,History;Biography;Politics;Presidents;Nonfiction;North American Hi...;American History;Military History;American Revolution;Politics;Historical;Biography Memoir;Presidents;Us Presidents,,United States of America,8.308,1.116665979381442
35.0,https://www.goodreads.com/book/show/2300188.Going_Solo,Going Solo,Roald Dahl,1562,29072,3.98,209,1996,1,Nonfiction;Biography;Autobiography;Memoir;Childrens;Biography;Autobiography;Biography Memoir;Classics;War;Adventure;History,,East Africa;Dar es Salaam;Nairobi;…more;RAF Habbaniya;Alexandria;Eleusis (Greece);Palestine;…less,8.164000000000001,0.9726659793814427
36.0,https://www.goodreads.com/book/show/11682876-georgette-heyer,Georgette Heyer: Biography of a Bestseller,Jennifer Kloester,112,524,3.94,448,2011,0,Biography;Nonfiction;History;Biography Memoir;European Literature;British Literature;Audiobook;Language;Writing;Literature;21st Century;Historical,1.0,,8.092,0.9006659793814427
37.0,https://www.goodreads.com/book/show/7821828-the-hare-with-amber-eyes,The Hare With Amber Eyes: A Family's Century of Art and Loss,Edmund de Waal,3344,48446,3.89,368,2010,0,Nonfiction;History;Biography;Art;Autobiography;Memoir;Cultural;Japan;Historical;Biography Memoir;Cultural;France;War;World War II,5.0,,8.002,0.810665979381443
38.0,https://www.goodreads.com/book/show/331870.The_Black_Rose,The Black Rose,Tananarive Due,96,859,4.26,384,2001,0,Biography;Nonfiction;History;Cultural;African American;Historical;Cultural;Horror;American;African American Literature;Book Club;Literature;American,1.0,,8.668,1.4766659793814423
40.0,https://www.goodreads.com/book/show/21508.Lines_and_Shadows,Lines and Shadows,Joseph Wambaugh,51,895,3.79,416,1995,0,Crime;True Crime;Mystery;Crime;Nonfiction;Mystery;Emergency Services;Police;The United States Of America,,"San Diego, California",7.822,0.6306659793814429
41.0,https://www.goodreads.com/book/show/216724.The_Lives_of_Beryl_Markham,The Lives of Beryl Markham,Errol Trzebinski,26,208,3.8,450,1995,0,Biography;Nonfiction;Cultural;Africa;Aviation;Biography Memoir;Adventure,,,7.84,0.6486659793814424
42.0,https://www.goodreads.com/book/show/7032076-churchill,Churchill,Paul  Johnson,427,7010,3.64,181,2009,0,Biography;History;Nonfiction;Politics;Biography Memoir;European Literature;British Literature;War;World War II;Leadership;History;World History;Biography;Autobiography,,,7.552,0.36066597938144296
45.0,https://www.goodreads.com/book/show/8385909-frank,Frank: The Voice,James Kaplan,229,2005,4.1,800,2010,0,Biography;Music;Nonfiction;History;Biography;Autobiography;Culture;Film;Biography Memoir;North American Hi...;American History;Music;Musicians;Autobiography;Memoir,,,8.379999999999999,1.188665979381442
46.0,https://www.goodreads.com/book/show/1622561.American_Brutus,American Brutus: John Wilkes Booth and the Lincoln Conspiracies,Michael W. Kauffman,136,2152,4.13,508,2004,0,History;Nonfiction;Military History;Civil War;Biography;North American Hi...;American History;Crime;True Crime;American History;American Civil War;Mystery;Crime;Literature;19th Century;Historical,,,8.434,1.2426659793814425
47.0,https://www.goodreads.com/book/show/16059456-the-love-charm-of-bombs,The Love-charm of Bombs: Restless Lives in the Second World War,Lara Feigel,43,172,3.65,528,2013,0,History;Nonfiction;War;World War II;War;Biography;Historical;European Literature;British Literature;Language;Writing;Writing;Books About Books;Cultural;Germany,,,7.57,0.37866597938144253
48.0,https://www.goodreads.com/book/show/13202051-short-nights-of-the-shadow-catcher,Short Nights of the Shadow Catcher: The Epic Life and Immortal Photographs of Edward Curtis,Timothy Egan,1063,10074,3.94,370,2012,0,Nonfiction;History;Biography;Art;Photography;North American Hi...;American History;Art;Historical;Westerns;Native Americans;Biography Memoir,5.0,,8.092,0.9006659793814427
49.0,https://www.goodreads.com/book/show/29947651-endurance,"Endurance: A Year in Space, A Lifetime of Discovery",Scott    Kelly,2119,20179,4.13,400,2017,0,Nonfiction;Science;Biography;Autobiography;Memoir;Space;Audiobook;Biography Memoir;Biography;Autobiography;History;Adventure,,,8.434,1.2426659793814425
50.0,https://www.goodreads.com/book/show/346659.Scars_of_Sweet_Paradise,Scars of Sweet Paradise: The Life and Times of Janis Joplin,Alice Echols,97,3504,3.68,464,2000,0,Biography;Music;Nonfiction;History;Biography Memoir;Womens;Feminism;LGBT;Queer;Literature;20th Century;North American Hi...;American History,,"Port Arthur, Texas;Austin, Texas;San Francisco, California;…more;Monterey;North Beach, San Francisco, California;…less",7.624,0.432665979381443
51.0,https://www.goodreads.com/book/show/418763.Diana_and_Jackie,"Diana and Jackie: Maidens, Mothers, Myths",Jay Mulvaney,17,140,3.85,336,2002,0,Biography;Nonfiction,,,7.93,0.738665979381443
52.0,https://www.goodreads.com/book/show/6899530-the-last-boy,The Last Boy: Mickey Mantle and the End of America's Childhood,Jane Leavy,513,5874,3.95,456,2010,0,Sports;Baseball;Sports;Sports;Biography;Nonfiction;History;Biography Memoir;Biography;Autobiography;Audiobook;Adult;New York,2.0,,8.11,0.9186659793814431
53.0,https://www.goodreads.com/book/show/12564836-the-devil-drives,The Devil Drives: A Life of Sir Richard Burton,Fawn M. Brodie,54,438,4.18,390,1967,0,Biography;History;Nonfiction;Travel;Cultural;Africa;Adventure;Biography Memoir;Historical;Historical;Victorian;Classics,,,8.524000000000001,1.3326659793814422
54.0,https://www.goodreads.com/book/show/1395496.The_Lion_and_the_Unicorn,The Lion and the Unicorn: Gladstone vs. Disraeli,Richard Aldous,45,351,3.9,368,2007,0,History;Nonfiction;Biography;Politics;Historical;Victorian;Literature;19th Century;History;European History;European Literature;British Literature;History;World History,,,8.02,0.8286659793814426
55.0,https://www.goodreads.com/book/show/117230.Chiang_Kai_Shek,Chiang Kai Shek: China's Generalissimo and the Nation He Lost,Jonathan Fenby,33,342,3.91,564,2005,0,Cultural;China;History;Biography;Nonfiction;Cultural;Asia;Politics;War;History;World History;War;World War II,,,8.038,0.8466659793814431
56.0,https://www.goodreads.com/book/show/164343.Dear_Boy,Dear Boy: The Life of Keith Moon. Tony Fletcher,Tony Fletcher,107,1483,4.18,608,2005,0,Music;Biography;Nonfiction;Biography Memoir;Music;Rock N Roll;History;Biography;Autobiography,,,8.524000000000001,1.3326659793814422
57.0,https://www.goodreads.com/book/show/537375.The_Endurance,The Endurance: Shackleton's Legendary Antarctic Expedition,Caroline Alexander,563,19685,4.33,224,1998,0,History;Nonfiction;Adventure;Biography;Travel;Adventure;Survival;Historical;Science;Art;Photography;Leadership,2.0,,8.794,1.602665979381443
58.0,https://www.goodreads.com/book/show/811178.Washington_s_General,Washington's General: Nathanael Greene and the Triumph of the American Revolution,Terry Golway,42,479,4.13,368,2006,0,History;Biography;Military History;American Revolution;North American Hi...;American History;American Revolution;American Revolutionary War;Nonfiction;Military;Military History;Historical;Literature;18th Century;Literature;American,,,8.434,1.2426659793814425
60.0,https://www.goodreads.com/book/show/1443949.Lytton_Strachey,Lytton Strachey,Max Beerbohm,0,5,3.6,26,1974,0,,,,7.4799999999999995,0.2886659793814429
61.0,https://www.goodreads.com/book/show/22543698-follies-of-god,Follies of God: Tennessee Williams and the Women of the Fog,James Grissom,41,217,4.19,404,2015,0,Nonfiction;Biography;Plays;Theatre;Biography;Autobiography;Plays;Literature,,,8.542000000000002,1.3506659793814435
62.0,https://www.goodreads.com/book/show/6283854-gifted-hands,Gifted Hands: The Ben Carson Story,Gregg Lewis,241,2348,4.39,144,2010,1,Biography;Nonfiction;Christian;Biography Memoir;Autobiography;Memoir;Inspirational;Medical;Academic;School;Health;Medicine;Science,,,8.902,1.7106659793814423
